Coordonnees,Categorie,activities_name
"{""type"":""Point"",""coordinates"":[-3.9600489,5.2948541]}",Cosmetiques,Magasin De Cosmetique
"{""type"":""Point"",""coordinates"":[-3.957008,5.2949256]}",Cosmetiques,Boutique Cosmetique
"{""type"":""Point"",""coordinates"":[-3.9591527,5.2953766]}",Accessoires telephones,Boutique Vente De Portable
"{""type"":""Point"",""coordinates"":[-4.0729558,5.4422519]}",Lavage de voitures,Ivoire Top Lavage
"{""type"":""Point"",""coordinates"":[-4.0717643,5.4416057]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-4.0693402,5.4416665]}",Commodites,Superette
"{""type"":""Point"",""coordinates"":[-3.9582068,5.3023735]}",Cosmetiques,Vente De Produits Cosmetiques
"{""type"":""Point"",""coordinates"":[-3.9548032,5.3020638]}",Bijouteries,Bijouterie
"{""type"":""Point"",""coordinates"":[-4.0802302,5.4470664]}",Transfert d'argent,Mobile Money
"{""type"":""Point"",""coordinates"":[-3.9477419,5.3010303]}",Cosmetiques,Boutique De Cosmetiques
"{""type"":""Point"",""coordinates"":[-4.0790311,5.4427886]}",Cosmetiques,Vente De Produit Cosmetique
"{""type"":""Point"",""coordinates"":[-3.9496667,5.289945]}",Accessoires telephones,Vente De Telephone
"{""type"":""Point"",""coordinates"":[-3.9478981,5.2953294]}",Transfert d'argent,Mtn Mobile Money
"{""type"":""Point"",""coordinates"":[-4.0770395,5.4434254]}",Cosmetiques,Boutique De Cosmetiques
"{""type"":""Point"",""coordinates"":[-4.0684289,5.4486995]}",Cosmetiques,Vente De Cosmetique
"{""type"":""Point"",""coordinates"":[-4.06568,5.4461503]}",Accessoires telephones,Boutique Infinix
"{""type"":""Point"",""coordinates"":[-4.0693443,5.4561323]}",Cosmetiques,Boutique De Cosmetiques
"{""type"":""Point"",""coordinates"":[-4.045608,5.443131]}",Cosmetiques,Boutique De Cosmetiques
"{""type"":""Point"",""coordinates"":[-4.042093,5.4437865]}",Cosmetiques,Magasin De Produit Cosmetiques
"{""type"":""Point"",""coordinates"":[-4.0419348,5.4416044]}",Accessoires telephones,Vente D'Accessoires De Portable
"{""type"":""Point"",""coordinates"":[-4.0486731,5.451122]}",Accessoires vetements,Merceries
"{""type"":""Point"",""coordinates"":[-4.049103,5.4511333]}",Transfert d'argent,Transfert D'Argent
"{""type"":""Point"",""coordinates"":[-4.0494014,5.4513743]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-4.053131,5.4509978]}",Transfert d'argent,Mobile Money
"{""type"":""Point"",""coordinates"":[-4.023056,5.4273792]}",Transfert d'argent,Mobile Money
"{""type"":""Point"",""coordinates"":[-4.0658299,5.4486238]}",Lavage de voitures,Lavage
"{""type"":""Point"",""coordinates"":[-4.05688,5.4486401]}",Transfert d'argent,Moneygram- Western Union
"{""type"":""Point"",""coordinates"":[-4.0542964,5.459576]}",Cosmetiques,Vente De Produits Cosmetiques
"{""type"":""Point"",""coordinates"":[-4.0528674,5.4615782]}",Transfert d'argent,Mobile Money
"{""type"":""Point"",""coordinates"":[-4.0464412,5.4525742]}",Cosmetiques,Safy Cosmetique
"{""type"":""Point"",""coordinates"":[-4.0252233,5.4305967]}",Cosmetiques,Magasin Cosmetique
"{""type"":""Point"",""coordinates"":[-4.0244917,5.429833]}",Cosmetiques,Salon De Beaute
"{""type"":""Point"",""coordinates"":[-4.0483583,5.4461546]}",Mobiliers,Ets Soumahoro
"{""type"":""Point"",""coordinates"":[-4.0478075,5.4441176]}",Mobiliers,Ets Simplice
"{""type"":""Point"",""coordinates"":[-4.0432316,5.4394897]}",Pneumatique,Vente Pneu Occasion
"{""type"":""Point"",""coordinates"":[-3.9652719,5.3003946]}",Bijouteries,Bijouterie
"{""type"":""Point"",""coordinates"":[-3.965992,5.3025219]}",Cosmetiques,Magasin Gloire De Beaute
"{""type"":""Point"",""coordinates"":[-4.0397193,5.4387714]}",Cosmetiques,Peniel Et Emmanuel Boutique
"{""type"":""Point"",""coordinates"":[-4.0390795,5.4386486]}",Accessoires vetements,Vente De Pagnes
"{""type"":""Point"",""coordinates"":[-4.039447,5.4387527]}",Cosmetiques,Vente D'Articles Dames
"{""type"":""Point"",""coordinates"":[-4.0465002,5.4407182]}",Bijouteries,Bijouterie La Teranga
"{""type"":""Point"",""coordinates"":[-4.0468613,5.4412563]}",Transfert d'argent,Transfert D'Argent
"{""type"":""Point"",""coordinates"":[-4.0460238,5.4455401]}",Cosmetiques,Fatou
"{""type"":""Point"",""coordinates"":[-4.0538679,5.4594125]}",Bijouteries,Bijouterie Moderne
"{""type"":""Point"",""coordinates"":[-4.0518194,5.4578285]}",Lavage de voitures,Lavage Auto
"{""type"":""Point"",""coordinates"":[-4.0542303,5.4561681]}",Lavage de voitures,Lavage Auto Shalom
"{""type"":""Point"",""coordinates"":[-4.0435615,5.4422746]}",Lavage de voitures,Lavage Auto
"{""type"":""Point"",""coordinates"":[-4.043127,5.4429154]}",Lavage de voitures,Lavage Kanien
"{""type"":""Point"",""coordinates"":[-3.9592262,5.2909281]}",Lavage de voitures,Lavage
"{""type"":""Point"",""coordinates"":[-3.9551009,5.2918362]}",Commodites,Epicerie
"{""type"":""Point"",""coordinates"":[-4.0490393,5.4499051]}",Cosmetiques,Nass Cosmetique Fashion
"{""type"":""Point"",""coordinates"":[-3.955579,5.2886386]}",Bijouteries,Bijouterie
"{""type"":""Point"",""coordinates"":[-4.0456275,5.4395714]}",Cosmetiques,Vente De Produits Cosmeduits
"{""type"":""Point"",""coordinates"":[-3.8845897,5.3574336]}",Cosmetiques,Dem'S Cosmetiques
"{""type"":""Point"",""coordinates"":[-3.9632255,5.3704481]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-4.0100128,5.3007663]}",Cosmetiques,Magasin De Produits Cosmetique
"{""type"":""Point"",""coordinates"":[-4.0220519,5.4018497]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-3.9869709,5.2880804]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-3.9406637,5.3787852]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-4.0845437,5.401266]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-3.9305252,5.3664185]}",Commodites,Superette Rehoboth
"{""type"":""Point"",""coordinates"":[-3.9279484,5.3671472]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-4.0031437,5.3541924]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-4.0112482,5.4079318]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-3.9739619,5.3424809]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-3.9730724,5.3414328]}",Pneumatique,Vente Pneu Occasion
"{""type"":""Point"",""coordinates"":[-3.9414957,5.3285314]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-3.9739779,5.3532159]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-3.9465521,5.3282431]}",Cosmetiques,Vente De Cosmetique
"{""type"":""Point"",""coordinates"":[-3.9802532,5.3689665]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-3.9882792,5.3848378]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-3.9896357,5.3902317]}",Cosmetiques,Vente De Cosmetique
"{""type"":""Point"",""coordinates"":[-3.9921181,5.3913319]}",Cosmetiques,Vente De Cosmetique Et Meche
"{""type"":""Point"",""coordinates"":[-3.9767973,5.3925176]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-3.9890453,5.4071235]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-4.0097905,5.4106909]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-4.0148272,5.4275302]}",Accessoires vetements,Mercerie
"{""type"":""Point"",""coordinates"":[-4.0144548,5.442066]}",Cosmetiques,Produits Cosmetiques
"{""type"":""Point"",""coordinates"":[-3.9319172,5.3821359]}",Cosmetiques,Boutique Produits Cosmetiques
"{""type"":""Point"",""coordinates"":[-4.0143417,5.4393044]}",Cosmetiques,Boutique De Produits De Massage
"{""type"":""Point"",""coordinates"":[-4.0143912,5.4399239]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-3.9800411,5.3686381]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-3.991203,5.4158195]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-4.000047,5.3236709]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-4.0007624,5.4074535]}",Cosmetiques,Magasin Cosmetique
"{""type"":""Point"",""coordinates"":[-4.0002976,5.4153886]}",Transfert d'argent,Mtn Money
"{""type"":""Point"",""coordinates"":[-4.0019466,5.4153623]}",Transfert d'argent,Mobile Transfert
"{""type"":""Point"",""coordinates"":[-3.9981492,5.4183408]}",Transfert d'argent,Mobile Money
"{""type"":""Point"",""coordinates"":[-3.9994178,5.4235732]}",Toilettes,Toilette Publique
"{""type"":""Point"",""coordinates"":[-3.9791262,5.4138054]}",Transfert d'argent,Mobile Money
"{""type"":""Point"",""coordinates"":[-3.9770754,5.3924551]}",Transfert d'argent,Mtn Money
"{""type"":""Point"",""coordinates"":[-3.9990687,5.3356273]}",Cosmetiques,Cosmetic Boutique
"{""type"":""Point"",""coordinates"":[-3.9706541,5.3727609]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-3.980222,5.4131161]}",Lavage de voitures,Lavage Auto
"{""type"":""Point"",""coordinates"":[-4.0204992,5.44286]}",Transfert d'argent,Money Tranfert
"{""type"":""Point"",""coordinates"":[-4.0205462,5.4443566]}",Commodites,Superette
"{""type"":""Point"",""coordinates"":[-4.0122486,5.4535607]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-3.931867,5.3830873]}",Accessoires telephones,Vente De Portables
"{""type"":""Point"",""coordinates"":[-3.9305826,5.3847033]}",Transfert d'argent,Mobile Money
"{""type"":""Point"",""coordinates"":[-3.9407437,5.380429]}",Cosmetiques,Boutique De Produits Cosmetiques
"{""type"":""Point"",""coordinates"":[-3.9449361,5.3618742]}",Cosmetiques,Produits Cosmetiques
"{""type"":""Point"",""coordinates"":[-3.9377698,5.3676744]}",Cosmetiques,Magasin De Vente De Meches
"{""type"":""Point"",""coordinates"":[-3.9546323,5.3497082]}",Cosmetiques,Dem'S Cosmetiques
"{""type"":""Point"",""coordinates"":[-3.9429344,5.3630971]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-3.9591296,5.3481189]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-3.9379771,5.3619889]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-3.9719323,5.3394854]}",Cosmetiques,Vente De Cosmetique
"{""type"":""Point"",""coordinates"":[-4.010514,5.4448243]}",Cosmetiques,Vente De Cosmetique
"{""type"":""Point"",""coordinates"":[-3.9358052,5.3829635]}",Cosmetiques,Vente De Cosmetique
"{""type"":""Point"",""coordinates"":[-4.0098435,5.4124566]}",Cosmetiques,Vente De Cosmetique
"{""type"":""Point"",""coordinates"":[-4.0098086,5.4123578]}",Cosmetiques,Vente De Cosmetique Chez Al Mudjib
"{""type"":""Point"",""coordinates"":[-3.9758131,5.3490879]}",Accessoires vetements,Mercerie
"{""type"":""Point"",""coordinates"":[-3.9690041,5.364492]}",Accessoires telephones,Reparation Telephone
"{""type"":""Point"",""coordinates"":[-4.0010188,5.4068372]}",Cosmetiques,Wouri Cosmetique
"{""type"":""Point"",""coordinates"":[-4.0011916,5.4055497]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-4.002462,5.4156886]}",Cosmetiques,Faveur Boutique
"{""type"":""Point"",""coordinates"":[-4.0123728,5.4177151]}",Transfert d'argent,Mtn Money
"{""type"":""Point"",""coordinates"":[-4.0204712,5.4374552]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-4.0113026,5.421932]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-4.0097938,5.4214767]}",Commodites,Boutique
"{""type"":""Point"",""coordinates"":[-4.0141236,5.4271569]}",Cosmetiques,Esthetique
"{""type"":""Point"",""coordinates"":[-4.0141176,5.4271512]}",Mobiliers,N.A.I
"{""type"":""Point"",""coordinates"":[-4.0141149,5.4271422]}",Mobiliers,Dolidol
"{""type"":""Point"",""coordinates"":[-4.0137354,5.4268999]}",Mobiliers,Tmh Matelas Dodo
"{""type"":""Point"",""coordinates"":[-4.0136696,5.4268318]}",Mobiliers,Vente De Matelas Dodo
"{""type"":""Point"",""coordinates"":[-4.0142155,5.4293925]}",Accessoires vetements,Magasin De Vente De Pagne
"{""type"":""Point"",""coordinates"":[-4.0113375,5.4294933]}",Commodites,Superette
"{""type"":""Point"",""coordinates"":[-4.0140894,5.432606]}",Cosmetiques,Vente De Pagne
"{""type"":""Point"",""coordinates"":[-4.0147995,5.4236068]}",Cosmetiques,Atelier De Mercelerie
"{""type"":""Point"",""coordinates"":[-4.0149155,5.4310326]}",Accessoires telephones,Vente De Telephone Mobile Itel
"{""type"":""Point"",""coordinates"":[-4.002867,5.4226509]}",Lavage de voitures,Lavage Auto
"{""type"":""Point"",""coordinates"":[-4.0086801,5.4194934]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-4.0643989,5.337878]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-4.0615055,5.328155]}",Accessoires telephones,Vente D'Accessoires De Portable
"{""type"":""Point"",""coordinates"":[-4.0714525,5.331768]}",Commodites,Depot De Boissons
"{""type"":""Point"",""coordinates"":[-4.073159,5.3319319]}",Cosmetiques,Vente De Cosmetique
"{""type"":""Point"",""coordinates"":[-4.0735661,5.329931]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-4.0691632,5.3294623]}",Accessoires vetements,Mercerie
"{""type"":""Point"",""coordinates"":[-3.882006,5.2477573]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-3.9836517,5.4411838]}",Accessoires vetements,Mercerie
"{""type"":""Point"",""coordinates"":[-3.9821067,5.4425189]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-4.0027155,5.423237]}",Lavage de voitures,Prestige Lavage
"{""type"":""Point"",""coordinates"":[-3.9440489,5.3391886]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-3.9370027,5.3327925]}",Cosmetiques,Salon De Beaute Dame
"{""type"":""Point"",""coordinates"":[-3.987782,5.4360974]}",Cosmetiques,Salon De Beaute Dame
"{""type"":""Point"",""coordinates"":[-3.9788594,5.4450347]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-4.0140831,5.4476715]}",Accessoires vetements,Mercerie
"{""type"":""Point"",""coordinates"":[-3.9703,5.3535599]}",Commodites,Vente De Poulet
"{""type"":""Point"",""coordinates"":[-4.0021751,5.3234087]}",Commodites,Vente De Poulet
"{""type"":""Point"",""coordinates"":[-3.9911525,5.4161616]}",Commodites,Depot De Riz
"{""type"":""Point"",""coordinates"":[-3.956535,5.3933417]}",Cosmetiques,Boutique De Produits Cosmetiques
"{""type"":""Point"",""coordinates"":[-3.960423,5.4015575]}",Mobiliers,Vente De Matelas
"{""type"":""Point"",""coordinates"":[-3.9615816,5.4023858]}",Commodites,Superette
"{""type"":""Point"",""coordinates"":[-3.9704063,5.3536131]}",Transfert d'argent,Orange Money
"{""type"":""Point"",""coordinates"":[-3.9730623,5.381748]}",Cosmetiques,Vente De Produits Cosmetiques
"{""type"":""Point"",""coordinates"":[-3.983236,5.4113752]}",Cosmetiques,Vente De Cosmetique
"{""type"":""Point"",""coordinates"":[-3.9823398,5.4132647]}",Cosmetiques,Teayana Cosmetique
"{""type"":""Point"",""coordinates"":[-3.9987043,5.4156469]}",Cosmetiques,Magasin De Produits Cosmetiques
"{""type"":""Point"",""coordinates"":[-3.9849848,5.4101989]}",Cosmetiques,Magasin De Produits Cosmetiques
"{""type"":""Point"",""coordinates"":[-3.9845999,5.4104967]}",Accessoires telephones,Boutique D'Appareil Telephonique
"{""type"":""Point"",""coordinates"":[-3.9913644,5.4009878]}",Accessoires telephones,Vente De Telephone
"{""type"":""Point"",""coordinates"":[-4.0024044,5.3362149]}",Commodites,Superette
"{""type"":""Point"",""coordinates"":[-3.9701005,5.3787385]}",Lavage de voitures,Lavage Auto
"{""type"":""Point"",""coordinates"":[-3.9698611,5.3784647]}",Accessoires telephones,Reparation De Telephone Portable
"{""type"":""Point"",""coordinates"":[-3.9980122,5.325885]}",Commodites,Supermarche Abidjanais
"{""type"":""Point"",""coordinates"":[-3.9986385,5.3253054]}",Transfert d'argent,Mobile Money
"{""type"":""Point"",""coordinates"":[-3.9336339,5.3711939]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-3.9370751,5.3768024]}",Accessoires telephones,Vente De Telephone
"{""type"":""Point"",""coordinates"":[-4.0015413,5.3231745]}",Bijouteries,Bijouterie
"{""type"":""Point"",""coordinates"":[-3.9888354,5.4313484]}",Accessoires vetements,Mercerie
"{""type"":""Point"",""coordinates"":[-3.9887581,5.4318312]}",Transfert d'argent,Mobil Money
"{""type"":""Point"",""coordinates"":[-3.9921547,5.4321643]}",Accessoires telephones,Vente De Telephone
"{""type"":""Point"",""coordinates"":[-3.9949238,5.4289563]}",Lavage de voitures,Lavage Auto
"{""type"":""Point"",""coordinates"":[-3.9959407,5.4233572]}",Lavage de voitures,Lavage Auto Wendy
"{""type"":""Point"",""coordinates"":[-3.9951917,5.4236453]}",Commodites,Superette
"{""type"":""Point"",""coordinates"":[-3.9949912,5.4233673]}",Commodites,Superette Jield Ould
"{""type"":""Point"",""coordinates"":[-3.9907079,5.4241374]}",Commodites,Superette Chez Taki
"{""type"":""Point"",""coordinates"":[-3.979784,5.3616637]}",Lavage de voitures,Lavage Auto
"{""type"":""Point"",""coordinates"":[-3.9797437,5.3673317]}",Accessoires telephones,Vente De Telephone
"{""type"":""Point"",""coordinates"":[-3.9580172,5.3606422]}",Transfert d'argent,Mobile Money
"{""type"":""Point"",""coordinates"":[-4.0238948,5.4398812]}",Accessoires telephones,Vente D'Accesoire De Telephones
"{""type"":""Point"",""coordinates"":[-4.020975,5.4398715]}",Cosmetiques,Vente De Cosmetques
"{""type"":""Point"",""coordinates"":[-4.0240896,5.4421953]}",Mobiliers,Vente De Fauteuilles
"{""type"":""Point"",""coordinates"":[-4.0236306,5.44229]}",Lavage de voitures,Lavage Auto
"{""type"":""Point"",""coordinates"":[-4.0233049,5.4349342]}",Lavage de voitures,Lavage Auto Le Roi
"{""type"":""Point"",""coordinates"":[-3.9707804,5.3534346]}",Lavage de voitures,Lavage Auto
"{""type"":""Point"",""coordinates"":[-3.9717253,5.3533104]}",Commodites,Superette
"{""type"":""Point"",""coordinates"":[-3.9739662,5.3422878]}",Toilettes,Toilette Publique
"{""type"":""Point"",""coordinates"":[-3.973289,5.3412282]}",Lavage de voitures,Lavage Auto Clean
"{""type"":""Point"",""coordinates"":[-3.9570308,5.3724924]}",Lavage de voitures,Lavage Auto
"{""type"":""Point"",""coordinates"":[-3.959595,5.3677003]}",Lavage de voitures,Lavage Auto Le Roi
"{""type"":""Point"",""coordinates"":[-3.9549413,5.3764513]}",Accessoires telephones,Vente D'Accessoires De Portable
"{""type"":""Point"",""coordinates"":[-3.9560182,5.374379]}",Cosmetiques,Magasin De Cosmetiques
"{""type"":""Point"",""coordinates"":[-3.9567646,5.3730051]}",Bijouteries,Bijouterie
"{""type"":""Point"",""coordinates"":[-3.9572648,5.3726306]}",Transfert d'argent,Mtn Mobile Money
"{""type"":""Point"",""coordinates"":[-3.9596506,5.3682123]}",Transfert d'argent,"Orange, Moov, Mtn Mobile Money"
"{""type"":""Point"",""coordinates"":[-3.9561798,5.3844551]}",Transfert d'argent,Mtn Mobile Money
"{""type"":""Point"",""coordinates"":[-3.9566526,5.3305866]}",Accessoires telephones,Vente D'Accessoires De Portable Et Reparation
